batch	bank	source_rows	word	field	severity	category	current	correct	why
nouns_011	nouns	7315	Heimweg	cefrLevel	low	cefr	C1	approximately A2–B1	"""Way home"" is a routine everyday compound and is grossly overgraded at C1."
nouns_011	nouns	7347	Organisationsform	english	low	gloss	"""organisation form"""	"""form of organisation/organisational structure"""	"""Organisation form"" is not idiomatic English."
nouns_011	nouns	7355	Positiv	article	high	article	"`der Positiv` / `Positive` / ""positive degree (grammar)"""	`das Positiv` / `Positive`	The grammatical degree is neuter in standard German; the stored masculine article teaches a false gender.
nouns_011	nouns	7398	Unterweisung	english	medium	gloss	"""schooling/teaching"""	"""instruction/briefing (especially formal or workplace/safety instruction)"""	*Unterweisung* normally denotes formal instruction or briefing, not schooling in general; the current gloss gives learners an unnatural usage model.
nouns_011	nouns	7454	Beweismittel	english	medium	gloss	"""evidence"""	"""piece/item of evidence; means of proof"""	"Singular *ein Beweismittel* is countable, while English ""evidence"" is a mass noun; the current pairing encourages the learner error ""an evidence""."
nouns_011	nouns	7466	Eck	article, word, english	medium	gloss	"`das Eck` / `Ecke` / ""corner"""	make standard `die Ecke` / `Ecken` the general entry; retain `das Eck` only with a southern German/Austrian/Swiss or specialist label	"Generic standard German uses *die Ecke*; presenting regional *das Eck* as the unmarked equivalent of ""corner"" is misleading for learners."
nouns_011	nouns	7471	Erfolgsmodell	english	low	gloss	"""success model"""	"""successful model/success story/model of success"""	"""Success model"" is an unnatural literal translation in ordinary English."
nouns_011	nouns	7491	Geländer	cefrLevel	low	cefr	C1	approximately B1–B2	This common concrete word for a railing or handrail is grossly overgraded at C1.
nouns_011	nouns	7502	Kapitalertrag	english	medium	gloss	"""capital gain/investment income/property income"""	"""investment income/return on capital; capital gain"""	"""Property income"" is broader and can include rent or other income that is not a *Kapitalertrag*, so that alternative creates a false equivalence."
nouns_011	nouns	7517	Mitleidenschaft	english	medium	gloss	"""being affected/harm suffered"""	"teach the fixed phrase `jemanden/etwas in Mitleidenschaft ziehen` = ""to adversely affect/damage someone or something too"""	The noun is not normally used freely with the supplied standalone gloss; it survives chiefly in this fixed expression, which learners need in order to use it naturally.
nouns_011	nouns	7522	Notfallversorgung	plural	high	plural	`Notfallversorgungen`	`—`	*Notfallversorgung* meaning emergency care is a singular mass/collective noun and has no normal standard plural.
nouns_011	nouns	7527	Pedale	article, word, plural	medium	gloss	"`die Pedale` / `Pedalen` / ""pedal"""	make standard `das Pedal` / `Pedale` the primary entry; retain feminine `die Pedale` / `Pedalen` only with a regional label	The feminine lemma is a regional form; teaching it as the unmarked general word gives learners the wrong default gender and plural for standard German.
nouns_011	nouns	7528	Peeling	cefrLevel	low	cefr	C1	approximately B1–B2	This common beauty/cosmetics loanword is far below C1 in practical learner difficulty.
nouns_011	nouns	7548	Schirmherrin	english	low	gloss	"""patroness"""	"""patron (female)"""	"""Patroness"" is now dated and is a poor neutral British-English learner equivalent."
nouns_011	nouns	7550	Solarmodul	english	low	spelling	"""PV module/photo-voltaic module/solar panel"""	"""PV module/photovoltaic module/solar panel"""	"English *photovoltaic* is written as one word, not ""photo-voltaic""."
nouns_011	nouns	7555	Sportgerät	english	medium	gloss	"""sports equipment"""	"""piece/item of sports equipment; sports apparatus"""	"Singular *ein Sportgerät* is countable, whereas English ""equipment"" is a mass noun; the current pairing encourages ""a sports equipment""."
nouns_011	nouns	7557	Stausee	english	high	gloss	"""dam/reservoir/storage lake"""	"""reservoir/artificial lake"""	"A *Stausee* is the body of impounded water, not the dam structure (*Staudamm*); leading with ""dam"" teaches a false distinction."
nouns_011	nouns	7590	Arbeitsraum	cefrLevel	low	cefr	C1	approximately B1	This transparent, everyday compound for a workroom/workspace is grossly overgraded at C1.
nouns_011	nouns	7597	Beerdigung	cefrLevel	low	cefr	C1	approximately B1	This common everyday word for a funeral is grossly overgraded at C1.
nouns_011	nouns	7604	Currywurst	cefrLevel	low	cefr	C1	approximately A2–B1	This highly familiar German food term is not plausible C1-only vocabulary.
nouns_011	nouns	7611	Drogerie	english	low	gloss	"""drugstore"""	"""health-and-beauty shop/drugstore (not normally a pharmacy)"""	"""Drugstore"" is US-centred and may suggest a pharmacy; a short clarification is needed for British-English learners because a German *Drogerie* generally sells toiletries, cosmetics and household goods rather than prescription medicines."
nouns_011	nouns	7618	Entertainment	plural	high	plural	`Entertainments`	`—`	German *Entertainment* in the glossed mass-noun sense has no standard plural; the English-looking plural is not a valid German learner citation form.
nouns_011	nouns	7637	Fußballplatz	english	low	gloss	"""soccer field"""	"""football pitch"""	"The bank targets British English, where ""football pitch"" is the natural equivalent and ""soccer field"" is markedly North American."
nouns_011	nouns	7641	Gemeinschaftsunterkunft	english	medium	gloss	"""community accommodation"""	"""communal/collective accommodation; shared accommodation facility"""	"""Community accommodation"" is unnatural and can imply community-based housing rather than an institution in which a group is housed collectively."
nouns_011	nouns	7656	Jugendbuch	english	low	gloss	"""youth/young adult book"""	"""book for teenagers/young-adult book"""	"""Youth book"" is not idiomatic English, and the slash construction does not give a clean learner equivalent."
nouns_011	nouns	7671	Langlebigkeit	plural	high	plural	`Langlebigkeiten`	`—`	*Langlebigkeit* meaning longevity/durability is singular-only in standard use; the stored plural is not a genuine learner citation form.
nouns_011	nouns	7677	Linienbus	cefrLevel	low	cefr	C1	approximately A2–B1	This transparent everyday public-transport word is grossly overgraded at C1.
nouns_012	nouns	7722	Schadenersatz	word	low	spelling	`Schadenersatz`	prefer `Schadensersatz`, or label `Schadenersatz` as chiefly Austrian	the current form is valid regionally, but an unlabelled general-German learner entry should lead with the standard German form containing linking *-s-*.
nouns_012	nouns	7744	Spielbetrieb	english	medium	gloss	"""match operations/gameplay"""	"""running of matches/competitive play; match programme"""	*Spielbetrieb* is the organised conduct or schedule of competitive play, not the design or moment-to-moment player experience denoted by English “gameplay”.
nouns_012	nouns	7761	Überdosierung	english	low	gloss	"""overdosage"""	"""overdose"""	“Overdose” is the normal idiomatic British-English noun; “overdosage” is rare technical wording and poor as the sole learner gloss.
nouns_012	nouns	7763	Umweltverband	english	low	gloss	"""environment association"""	"""environmental organisation/association"""	“Environment association” is not idiomatic English and obscures that this is an environmental-interest organisation.
nouns_012	nouns	7787	Wifi	whole row	low	duplicate	`das Wifi | Wifis | Wi-Fi`	consolidate with the adjacent `WiFi` variant under one preferred spelling (ideally noting everyday German `WLAN`)	*Wifi*, *WiFi* and *Wi-Fi* are spelling variants of one lexeme, so separate cards needlessly teach the same item twice.
nouns_012	nouns	7788	WiFi	whole row	low	duplicate	`das WiFi | WiFis | Wi-Fi`	consolidate with the adjacent `Wifi` variant under one preferred spelling (ideally noting everyday German `WLAN`)	this is the same lexeme and meaning as the immediately preceding *Wifi* entry, not a distinct noun for a learner to study.
nouns_012	nouns	7806	Beisitzer	english	medium	gloss	"""assessor/juror"""	"""committee/panel member; associate judge"""	a *Beisitzer* sits alongside the chair or judge on a committee or adjudicating panel; “juror” suggests a member of a jury and is not a safe general equivalent.
nouns_012	nouns	7837	Exot	english	low	gloss	"""exotic person/outsider"""	"""unusual/exotic person or thing; outsider"""	“Exotic person” is unnatural English, and *Exot* can also denote an unusual animal, plant, object or exceptional case rather than only a person.
nouns_012	nouns	7869	Hoch	english	low	gloss	"""anticyclone/culmination/high"""	"""high-pressure area/anticyclone; high (point or mood)"""	“Culmination” is not a reliable direct equivalent; the important weather sense and the more general “high” sense can be stated clearly without it.
nouns_012	nouns	7926	Rundfunkbeitrag	english	low	spelling	"""broadcasting fee/license fee"""	"""broadcasting fee/licence fee"""	the noun is spelled “licence” in British English; “license” is the British verb spelling.
nouns_012	nouns	7933	Schnitzel	english	medium	gloss	"""escalope/snippet"""	"""schnitzel/escalope; cutlet"""	bare *Schnitzel* is not the normal German equivalent of an English text or code “snippet”; that gloss invites a false everyday sense.
nouns_012	nouns	7976	Volljährigkeit	english	medium	gloss	"""legal age/majority"""	"""legal adulthood/age of majority; coming of age"""	*Volljährigkeit* is the status of being legally adult, whereas vague “legal age” can denote any age threshold.
nouns_012	nouns	7981	Wertvorstellung	english	medium	gloss	"""values/value system"""	"singular ""conception/idea of what is valuable""; plural `Wertvorstellungen` ""values/value system"""	the English collective “values/value system” corresponds naturally to the German plural, while one *Wertvorstellung* is one conception or value judgement.
nouns_012	nouns	7985	Zopf	english	low	gloss	"""plait/braid (also: outdated custom, in alter Zopf)"""	"""plait/braid; outdated practice (figurative: `ein alter Zopf`)"""	the parenthetical German phrase is malformed: the idiom uses nominative *ein alter Zopf*, not *in alter Zopf*.
nouns_012	nouns	7990	Abiturientin	english	medium	gloss	"""school-leaver (with A-levels) (female)"""	"""female school-leaver/graduate with the Abitur (German university-entrance qualification)"""	the *Abitur* is a German qualification and is not literally British A-levels; the current equivalence erases a useful cultural distinction.
